type,nom_joueur,numero,poste,info_supplementaire,url_source
list_item,FINANCER SA FORMATION,,,Liste 6 Item 16,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,VALIDATION DES ACQUIS,,,Liste 6 Item 17,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,EQUIVALENCES,,,Liste 6 Item 18,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,STATISTIQUES,,,Liste 6 Item 19,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,RÉGLEMENTATION,,,Liste 6 Item 20,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Politique de protection des données personnelles,,,Liste 6 Item 21,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Reglement intérieur,,,Liste 6 Item 22,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Charte d'accueil des PSH en formation,,,Liste 6 Item 23,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Choix de ma formation,,,Liste 7 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Tarifs des formations,,,Liste 7 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Formations régionales,,,Liste 8 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Formations nationales,,,Liste 8 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Formations experts,,,Liste 8 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Cursus spécifiques,,,Liste 8 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Formation Continue Amateur (FCA),,,Liste 9 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Formation Continue Professionnelle (FCP),,,Liste 9 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Suivi des cohortes,,,Liste 10 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Politique de protection des données personnelles,,,Liste 11 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Reglement intérieur,,,Liste 11 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Charte d'accueil des PSH en formation,,,Liste 11 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Masterclass,,,Liste 12 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Accompagner les dirigeants,,,Liste 12 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,VOLLEY-BALL,,,Liste 13 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Masculins,,,Liste 13 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Le collectif,,,Liste 13 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 13 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Saison 2025,,,Liste 13 Item 5,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Féminines,,,Liste 13 Item 6,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Le Collectif,,,Liste 13 Item 7,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 13 Item 8,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Saison 2025,,,Liste 13 Item 9,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Jeunes,,,Liste 13 Item 10,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 13 Item 11,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Historique,,,Liste 13 Item 12,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,BEACH VOLLEY,,,Liste 13 Item 13,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Masculins,,,Liste 13 Item 14,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Féminines,,,Liste 13 Item 15,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,VOLLEY ASSIS,,,Liste 13 Item 16,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,VOLLEY SOURD,,,Liste 13 Item 17,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,AIFVB,,,Liste 13 Item 18,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Masculins,,,Liste 14 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Le collectif,,,Liste 14 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 14 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Saison 2025,,,Liste 14 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Féminines,,,Liste 14 Item 5,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Le Collectif,,,Liste 14 Item 6,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 14 Item 7,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Saison 2025,,,Liste 14 Item 8,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Jeunes,,,Liste 14 Item 9,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 14 Item 10,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Historique,,,Liste 14 Item 11,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Le collectif,,,Liste 15 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 15 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Saison 2025,,,Liste 15 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Le Collectif,,,Liste 16 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 16 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Saison 2025,,,Liste 16 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 17 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Historique,,,Liste 17 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Masculins,,,Liste 18 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Féminines,,,Liste 18 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volley-Ball,,,Liste 19 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Les Pôles France,,,Liste 19 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnats Nationaux,,,Liste 19 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnats Régionaux,,,Liste 19 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnats Départementaux,,,Liste 19 Item 5,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupes de France Seniors,,,Liste 19 Item 6,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupes de France Jeunes,,,Liste 19 Item 7,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volleyades Crédit Mutuel M14F-M15M,,,Liste 19 Item 8,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volleyades Crédit Mutuel M12F-M13M,,,Liste 19 Item 9,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès et Historique,,,Liste 19 Item 10,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Par saison sportive,,,Liste 19 Item 11,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volley,,,Liste 19 Item 12,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Compétitions FFvolley,,,Liste 19 Item 13,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnat de France,,,Liste 19 Item 14,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,FRANCE BEACH VOLLEY SERIES,,,Liste 19 Item 15,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volley System,,,Liste 19 Item 16,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupe de France de Beach Volley,,,Liste 19 Item 17,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volleyades,,,Liste 19 Item 18,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Inscriptions/Résultats via BVS,,,Liste 19 Item 19,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Organiser un tournoi,,,Liste 19 Item 20,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Tournois,,,Liste 19 Item 21,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 19 Item 22,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,PARA-VOLLEY,,,Liste 19 Item 23,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volley Assis,,,Liste 19 Item 24,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volley Sourd,,,Liste 19 Item 25,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,VOLLEY LOISIRS,,,Liste 19 Item 26,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,COUPE DE FRANCE COMPET'LIB,,,Liste 19 Item 27,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,COUPE DE FRANCE MASTERS,,,Liste 19 Item 28,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Les Pôles France,,,Liste 20 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnats Nationaux,,,Liste 20 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnats Régionaux,,,Liste 20 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnats Départementaux,,,Liste 20 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupes de France Seniors,,,Liste 20 Item 5,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupes de France Jeunes,,,Liste 20 Item 6,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volleyades Crédit Mutuel M14F-M15M,,,Liste 20 Item 7,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volleyades Crédit Mutuel M12F-M13M,,,Liste 20 Item 8,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès et Historique,,,Liste 20 Item 9,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Par saison sportive,,,Liste 20 Item 10,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Par saison sportive,,,Liste 21 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Compétitions FFvolley,,,Liste 22 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnat de France,,,Liste 22 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,FRANCE BEACH VOLLEY SERIES,,,Liste 22 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volley System,,,Liste 22 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupe de France de Beach Volley,,,Liste 22 Item 5,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volleyades,,,Liste 22 Item 6,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Inscriptions/Résultats via BVS,,,Liste 22 Item 7,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Organiser un tournoi,,,Liste 22 Item 8,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Tournois,,,Liste 22 Item 9,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Palmarès,,,Liste 22 Item 10,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Championnat de France,,,Liste 23 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,FRANCE BEACH VOLLEY SERIES,,,Liste 23 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volley System,,,Liste 23 Item 3,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Coupe de France de Beach Volley,,,Liste 23 Item 4,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Beach Volleyades,,,Liste 23 Item 5,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volley Assis,,,Liste 24 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,Volley Sourd,,,Liste 24 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,COUPE DE FRANCE COMPET'LIB,,,Liste 25 Item 1,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
list_item,COUPE DE FRANCE MASTERS,,,Liste 25 Item 2,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
link_found,/359-37-1-Equipements-et-Homologations,,,Lien intéressant,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
link_found,/201-37-1-JOUEURS,,,Lien intéressant,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
link_found,/se-former/joueurs/cfcp-centres-de-formation/,,,Lien intéressant,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
link_found,/se-former/joueurs/les-poles/,,,Lien intéressant,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
link_found,/se-former/joueurs/le-double-projet/,,,Lien intéressant,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,"!function(e,i){if(!e.pixie){var n=e.pixie=function(e,i,a){n.actionQueue.push({action:e,actionValue:i,params:a})};n.actionQueue=[];var a=i.createElement(""script"");a.async=!0,a.src=""//acdn.adnxs.com/dmp/up/pixie.js"";var t=i.getElementsByTagName(""head"")[0];t.insertBefore(a,t.firstChild)}}(window,document);
        pixie('init', 'ceb0557d-d2f4-4e86-aebd-bc3185770d2a');",,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,"!function(f,b,e,v,n,t,s)
          {if(f.fbq)return;n=f.fbq=function(){n.callMethod?
        n.callMethod.apply(n,arguments):n.queue.push(arguments)};
          if(!f._fbq)f._fbq=n;n.push=n;n.loaded=!0;n.version='2.0';
          n.queue=[];t=b.createElement(e);t.async=!0;
          t.src=v;s=b.getElementsByTagName(e)[0];
          s.parentNode.insertBefore(t,s)}(window, document,'script',
          'https://connect.facebook.net/en_US/fbevents.js');
          fbq('init', '867895000646036');
          fbq('track', 'PageView');",,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Présentation FFVolley,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Labels Clubs,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Agents Sportifs,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Paris sportifs,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Publications Officielles,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Le Volley-Ball,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Volley Scolaire,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_pattern,Prim 'Anim,,,Pattern détecté,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
player_image,/data/Files/2025%20-%20EDF%20MASCULINE%20VOLLEY/CV%20JOUEURS/1%20Barth%C3%A9l%C3%A9my%20Chinenyeze.png,,,Photo joueur potentielle,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
page_title,FFvolley,,,Titre de la page,http://www.ffvb.org/index.php?lvlid=384&dsgtypid=37&artid=1217&pos=0
